method,url_length,special_path,host,contentLength,arg_length,arg_num,digit_in_arg,letter_in_arg
1,39,7,0,0.0,0,1,0,0
1,52,9,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,65,5,8,48
1,48,8,0,0.0,0,1,0,0
1,52,8,0,0.0,58,5,5,48
1,48,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,48,8,0,88.0,88,1,28,47
2,50,8,0,266.0,254,13,44,181
1,48,8,0,0.0,0,1,0,0
1,55,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
2,47,8,0,39.0,37,3,5,28
1,39,7,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,49,8,0,0.0,239,13,40,176
1,48,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,50,8,0,0.0,241,13,48,169
1,58,9,0,0.0,0,1,0,0
2,48,8,0,74.0,70,5,8,52
1,49,8,0,0.0,229,13,39,165
1,58,9,0,0.0,0,1,0,0
1,57,8,0,0.0,5,1,1,3
1,39,7,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
2,50,8,0,303.0,291,13,68,194
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,50,8,0,255.0,243,13,44,174
1,57,8,0,0.0,76,1,35,30
2,48,8,0,69.0,65,5,8,48
1,48,8,0,0.0,187,1,30,128
1,48,8,0,0.0,70,1,32,31
2,50,8,0,275.0,263,13,40,196
1,50,8,0,0.0,225,13,35,170
2,50,8,0,248.0,236,13,40,173
1,49,8,0,0.0,242,13,43,173
2,50,8,0,278.0,266,13,42,196
1,48,8,0,0.0,38,1,3,32
2,57,8,0,5.0,5,1,1,3
1,48,8,0,0.0,0,1,0,0
2,50,8,0,257.0,245,13,43,181
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
2,50,8,0,275.0,263,13,38,199
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,70,5,8,52
1,65,9,0,0.0,0,1,0,0
1,25,5,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
1,50,8,0,0.0,232,13,40,168
2,52,8,0,65.0,61,5,7,49
1,48,8,0,0.0,17,1,1,14
2,50,8,0,297.0,285,13,44,204
2,49,8,0,249.0,237,13,41,171
1,48,8,0,0.0,0,1,0,0
2,48,8,0,159.0,155,5,36,96
1,46,8,0,0.0,0,1,0,0
1,50,8,0,0.0,244,13,45,171
1,50,8,0,0.0,0,1,0,0
2,48,8,0,153.0,149,5,35,93
2,50,8,0,265.0,253,13,41,187
2,50,8,0,267.0,255,13,42,187
1,48,8,0,0.0,22,1,5,14
1,47,8,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,50,8,0,0.0,249,13,39,186
2,48,8,0,71.0,67,5,7,51
1,56,8,0,0.0,0,1,0,0
2,48,8,0,17.0,17,1,1,14
1,44,8,0,0.0,0,1,0,0
2,52,8,0,62.0,58,5,1,51
1,46,8,0,0.0,0,1,0,0
1,47,8,0,0.0,37,3,5,29
1,50,8,0,0.0,247,13,41,181
2,48,8,0,71.0,67,5,7,51
1,48,8,0,0.0,0,1,0,0
1,52,8,0,0.0,66,5,1,60
1,48,8,0,0.0,34,1,0,32
2,48,8,0,33.0,33,1,0,31
1,57,8,0,0.0,4,1,1,2
2,47,8,0,38.0,36,3,5,28
1,76,11,0,0.0,0,1,0,0
2,47,8,0,45.0,43,3,5,32
2,48,8,0,117.0,117,1,40,51
2,57,8,0,4.0,4,1,1,2
1,50,8,0,0.0,237,13,44,168
1,51,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,50,8,0,241.0,229,13,36,170
1,57,8,0,0.0,5,1,1,3
1,70,13,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
1,48,8,0,0.0,33,1,0,31
2,49,8,0,259.0,247,13,44,180
2,50,8,0,261.0,249,13,41,185
2,47,8,0,38.0,36,3,5,28
1,44,8,0,0.0,0,1,0,0
2,48,8,0,17.0,17,1,1,14
1,47,8,0,0.0,83,3,16,46
2,47,8,0,43.0,41,3,4,32
1,47,8,0,0.0,0,1,0,0
1,56,10,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,48,8,0,17.0,17,1,1,14
2,48,8,0,119.0,119,1,46,58
1,48,8,0,0.0,17,1,1,14
1,48,8,0,0.0,17,1,1,14
2,50,8,0,250.0,238,13,42,172
1,48,8,0,0.0,63,5,7,47
2,48,8,0,33.0,33,1,0,31
1,43,6,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,51,9,0,0.0,0,1,0,0
2,47,8,0,46.0,44,3,6,32
1,47,8,0,0.0,126,3,32,77
1,58,9,0,0.0,0,1,0,0
1,50,8,0,0.0,274,13,50,188
1,48,8,0,0.0,56,5,8,39
2,48,8,0,75.0,71,5,9,51
1,44,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
1,49,8,0,0.0,0,1,0,0
2,52,8,0,65.0,61,5,4,51
2,48,8,0,68.0,64,5,7,48
2,48,8,0,17.0,17,1,1,14
2,48,8,0,70.0,66,5,6,51
1,51,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
2,47,8,0,41.0,39,3,6,29
2,48,8,0,17.0,17,1,1,14
1,48,8,0,0.0,81,1,26,49
2,50,8,0,270.0,258,13,42,189
1,35,7,0,0.0,0,1,0,0
2,52,8,0,70.0,66,5,6,51
1,50,8,0,0.0,323,13,81,192
1,48,8,0,0.0,0,1,0,0
2,49,8,0,263.0,251,13,37,190
1,48,8,0,0.0,34,1,0,32
2,48,8,0,17.0,17,1,1,14
1,40,9,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,50,8,0,0.0,233,13,41,169
2,48,8,0,33.0,33,1,0,31
1,56,8,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
2,52,8,0,64.0,60,5,1,54
1,72,11,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
2,48,8,0,72.0,68,5,8,51
1,57,8,0,0.0,567,1,393,62
1,48,8,0,0.0,187,1,30,128
1,48,8,0,0.0,17,1,1,14
1,49,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
2,50,8,0,257.0,245,13,45,171
1,50,8,0,0.0,0,1,0,0
2,48,8,0,77.0,73,5,10,51
2,50,8,0,256.0,244,13,47,170
1,48,8,0,0.0,33,1,0,31
1,58,9,0,0.0,0,1,0,0
1,54,9,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,57,9,0,0.0,0,1,0,0
1,47,8,0,0.0,41,3,5,31
2,49,8,0,247.0,235,13,35,177
1,47,8,0,0.0,39,3,6,29
1,77,9,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,72,14,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,50,8,0,0.0,241,13,37,180
1,48,8,0,0.0,0,1,0,0
1,50,8,0,0.0,237,13,37,177
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,233,5,36,161
1,48,8,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,71,10,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
1,49,8,0,0.0,226,13,37,165
2,48,8,0,18.0,18,1,1,15
1,49,8,0,0.0,0,1,0,0
2,48,8,0,34.0,34,1,0,32
1,48,8,0,0.0,0,1,0,0
1,50,8,0,0.0,225,13,37,168
2,52,8,0,59.0,55,5,1,49
1,47,8,0,0.0,39,3,6,29
2,48,8,0,71.0,67,5,7,51
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,67,5,7,51
1,39,8,0,0.0,0,1,0,0
1,48,8,0,0.0,70,5,9,50
1,47,8,0,0.0,0,1,0,0
1,52,8,0,0.0,58,5,2,50
1,48,8,0,0.0,17,1,1,14
2,52,8,0,57.0,53,5,4,44
1,47,8,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,57,9,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
1,48,10,0,0.0,0,1,0,0
3,48,8,1,67.0,63,5,7,47
1,47,8,0,0.0,150,3,50,81
1,57,8,0,0.0,56,1,15,30
1,52,8,0,0.0,57,5,2,49
1,48,8,0,0.0,137,5,46,73
1,44,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
2,57,8,0,5.0,5,1,1,3
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,49,8,0,0.0,240,13,40,176
1,47,8,0,0.0,41,3,5,31
1,47,8,0,0.0,37,3,5,29
1,58,9,0,0.0,0,1,0,0
2,47,8,0,41.0,39,3,6,29
1,57,8,0,0.0,4,1,1,2
2,47,8,0,38.0,36,3,5,28
1,41,7,0,0.0,0,1,0,0
1,34,6,0,0.0,0,1,0,0
2,49,8,0,284.0,272,13,50,191
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,66,13,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,52,8,0,0.0,56,5,1,50
2,48,8,0,34.0,34,1,0,32
1,48,8,0,0.0,64,5,8,47
1,57,9,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,50,8,0,0.0,269,13,54,175
1,48,8,0,0.0,119,1,46,58
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
1,40,9,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
2,49,8,0,244.0,232,13,36,172
1,44,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
2,50,8,0,252.0,240,13,41,176
1,48,8,0,0.0,17,1,1,14
2,57,8,0,4.0,4,1,1,2
2,52,8,0,74.0,70,5,4,58
1,44,8,0,0.0,0,1,0,0
2,50,8,0,277.0,265,13,57,172
1,56,8,0,0.0,0,1,0,0
1,48,8,0,0.0,75,1,35,32
1,48,8,0,0.0,67,5,7,51
1,48,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
2,52,8,0,66.0,62,5,3,53
1,80,10,0,0.0,0,1,0,0
1,36,8,0,0.0,0,1,0,0
1,49,8,0,0.0,252,13,36,191
1,44,8,0,0.0,0,1,0,0
2,47,8,0,46.0,44,3,6,32
2,50,8,0,246.0,234,13,35,176
1,49,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
2,48,8,0,66.0,62,5,5,47
2,52,8,0,110.0,106,5,12,75
2,52,8,0,63.0,59,5,7,47
2,48,8,0,75.0,71,5,9,51
1,48,8,0,0.0,0,1,0,0
2,52,8,0,71.0,67,5,10,49
1,48,8,0,0.0,0,1,0,0
2,49,8,0,302.0,290,13,51,199
1,49,8,0,0.0,247,13,44,179
1,47,8,0,0.0,41,3,5,31
1,48,8,0,0.0,33,1,0,31
2,48,8,0,72.0,68,5,8,51
2,48,8,0,133.0,129,5,22,77
1,52,8,0,0.0,54,5,1,47
2,48,8,0,76.0,72,5,10,51
2,48,8,0,118.0,114,5,39,61
2,48,8,0,33.0,33,1,0,31
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,18,1,1,15
1,42,7,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
2,47,8,0,46.0,44,3,6,32
1,48,8,0,0.0,33,1,0,31
2,48,8,0,33.0,33,1,0,31
1,49,7,0,0.0,0,1,0,0
2,47,8,0,44.0,42,3,5,32
2,52,8,0,63.0,59,5,1,52
2,48,8,0,96.0,92,5,22,52
1,48,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,60,9,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
2,49,8,0,240.0,228,13,38,165
1,48,8,0,0.0,63,5,7,47
2,49,8,0,230.0,218,13,40,156
2,49,8,0,299.0,287,13,63,180
2,57,8,0,4.0,4,1,1,2
1,48,8,0,0.0,0,1,0,0
1,49,8,0,0.0,296,13,45,213
1,48,8,0,0.0,115,5,27,64
2,50,8,0,258.0,246,13,36,187
1,50,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
2,49,8,0,259.0,247,13,36,186
1,47,8,0,0.0,0,1,0,0
1,50,8,0,0.0,309,13,51,223
2,52,8,0,65.0,61,5,6,50
1,48,8,0,0.0,14,1,4,8
1,51,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,57,9,0,0.0,0,1,0,0
1,50,8,0,0.0,242,13,44,172
1,57,8,0,0.0,75,1,34,30
2,50,8,0,271.0,259,13,40,191
1,39,7,0,0.0,0,1,0,0
1,50,8,0,0.0,267,13,41,200
1,47,8,0,0.0,0,1,0,0
1,50,8,0,0.0,226,13,38,165
1,48,8,0,0.0,85,5,18,51
1,47,8,0,0.0,0,1,0,0
1,47,8,0,0.0,41,3,5,31
1,52,8,0,0.0,60,5,2,52
1,50,8,0,0.0,0,1,0,0
1,70,13,0,0.0,0,1,0,0
1,47,8,0,0.0,37,3,5,29
2,48,8,0,33.0,33,1,0,31
1,49,8,0,0.0,254,13,38,190
1,44,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,46,7,0,0.0,0,1,0,0
1,66,12,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,56,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,48,8,0,75.0,71,5,10,50
2,48,8,0,19.0,19,1,8,6
1,56,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,70,13,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,52,9,0,0.0,0,1,0,0
2,47,8,0,41.0,39,3,6,29
1,47,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,50,8,0,0.0,272,13,50,185
2,48,8,0,17.0,17,1,1,14
1,44,8,0,0.0,0,1,0,0
2,47,8,0,39.0,37,3,5,29
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,36,6,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
2,57,8,0,4.0,4,1,1,2
1,49,8,0,0.0,810,13,432,239
2,50,8,0,244.0,232,13,41,167
2,47,8,0,44.0,42,3,5,32
2,52,8,0,57.0,53,5,1,46
1,47,8,0,0.0,36,3,5,28
2,47,8,0,38.0,36,3,5,28
1,44,8,0,0.0,0,1,0,0
1,50,8,0,0.0,252,13,45,179
1,49,8,0,0.0,248,13,49,167
2,49,8,0,265.0,253,13,40,187
1,49,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,44,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,49,8,0,239.0,227,13,41,162
2,48,8,0,70.0,66,5,6,51
1,49,8,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,74,10,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,47,8,0,0.0,36,3,5,28
1,56,8,0,0.0,0,1,0,0
2,48,8,0,33.0,33,1,0,31
1,48,8,0,0.0,33,1,0,31
1,47,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,52,8,0,0.0,59,5,7,46
1,47,8,0,0.0,0,1,0,0
1,52,8,0,0.0,61,5,2,53
2,52,8,0,115.0,111,5,33,67
1,49,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
2,48,8,0,75.0,71,5,10,50
1,41,10,0,0.0,0,1,0,0
1,52,9,0,0.0,0,1,0,0
2,52,8,0,68.0,64,5,8,50
1,50,8,0,0.0,316,13,72,214
2,48,8,0,33.0,33,1,0,31
1,49,8,0,0.0,237,13,41,173
2,47,8,0,41.0,39,3,6,29
2,49,8,0,259.0,247,13,45,176
1,57,8,0,0.0,4,1,1,2
1,47,8,0,0.0,36,3,5,28
1,48,8,0,0.0,0,1,0,0
2,48,8,0,18.0,18,1,1,15
1,50,9,0,0.0,0,1,0,0
2,47,8,0,38.0,36,3,5,28
1,51,8,0,0.0,0,1,0,0
1,47,8,0,0.0,83,3,16,46
1,48,8,0,0.0,34,1,0,32
1,57,8,0,0.0,4,1,1,2
2,48,8,0,18.0,18,1,1,15
1,58,9,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
1,47,8,0,0.0,41,3,5,31
1,48,8,0,0.0,68,5,8,51
2,49,8,0,262.0,250,13,41,183
1,49,8,0,0.0,0,1,0,0
2,49,8,0,334.0,322,13,83,205
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,63,5,7,47
1,48,8,0,0.0,26,1,2,21
1,49,8,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
1,48,8,0,0.0,65,1,29,30
2,48,8,0,109.0,109,1,41,57
2,47,8,0,41.0,39,3,6,29
1,48,8,0,0.0,127,5,20,77
1,49,10,0,0.0,0,1,0,0
2,49,8,0,259.0,247,13,44,180
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,68,5,7,52
2,50,8,0,242.0,230,13,38,166
1,48,8,0,0.0,58,1,15,30
2,47,8,0,38.0,36,3,5,28
1,48,8,0,0.0,17,1,1,14
1,57,8,0,0.0,5,1,1,3
1,51,8,0,0.0,0,1,0,0
1,47,8,0,0.0,41,3,5,31
2,50,8,0,230.0,218,13,39,159
1,49,8,0,0.0,247,13,37,186
1,50,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
2,48,8,0,68.0,64,5,7,48
1,47,8,0,0.0,106,3,35,47
1,48,8,0,0.0,34,1,0,32
1,48,9,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
2,50,8,0,281.0,269,13,42,198
1,48,8,0,0.0,0,1,0,0
2,48,8,0,241.0,237,5,36,165
1,48,8,0,0.0,70,5,8,52
1,63,9,0,0.0,0,1,0,0
2,52,8,0,63.0,59,5,5,49
1,35,6,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
2,48,8,0,73.0,73,1,11,51
1,52,8,0,0.0,54,5,2,46
2,48,8,0,75.0,71,5,10,50
1,48,8,0,0.0,33,1,0,31
2,50,8,0,290.0,278,13,56,185
1,49,8,0,0.0,262,13,44,190
1,46,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,76,14,0,0.0,0,1,0,0
1,47,8,0,0.0,41,3,5,31
1,45,6,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,47,8,0,0.0,0,1,0,0
2,57,8,0,5.0,5,1,1,3
2,48,8,0,67.0,63,5,7,47
2,49,8,0,327.0,315,13,76,195
1,44,8,0,0.0,0,1,0,0
2,47,8,0,46.0,44,3,6,32
2,57,8,0,4.0,4,1,1,2
2,52,8,0,59.0,55,5,2,47
1,40,7,0,0.0,0,1,0,0
1,50,8,0,0.0,307,13,73,200
2,50,8,0,245.0,233,13,36,176
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,50,1,2,44
1,52,8,0,0.0,61,5,1,55
1,52,9,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,49,8,0,0.0,224,13,40,164
2,48,8,0,17.0,17,1,1,14
1,49,8,0,0.0,0,1,0,0
1,57,9,0,0.0,0,1,0,0
2,50,8,0,253.0,241,13,35,184
1,48,8,0,0.0,129,5,33,69
2,47,8,0,44.0,42,3,5,32
2,47,8,0,46.0,44,3,6,32
1,50,8,0,0.0,0,1,0,0
1,50,8,0,0.0,237,13,40,172
1,58,9,0,0.0,0,1,0,0
1,52,8,0,0.0,60,5,9,46
1,39,7,0,0.0,0,1,0,0
1,50,8,0,0.0,243,13,45,175
1,48,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,50,8,0,0.0,246,13,39,185
1,44,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
2,50,8,0,232.0,220,13,36,164
2,49,8,0,240.0,228,13,37,166
3,50,8,1,231.0,219,13,41,157
1,44,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
2,52,8,0,62.0,58,5,6,47
2,50,8,0,301.0,289,13,54,196
1,48,8,0,0.0,33,1,0,31
1,49,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
2,48,8,0,18.0,18,1,1,15
1,48,8,0,0.0,97,1,11,74
2,48,8,0,18.0,18,1,1,15
2,48,8,0,17.0,17,1,1,14
2,49,8,0,270.0,258,13,42,189
2,47,8,0,39.0,37,3,4,29
2,50,8,0,296.0,284,13,51,193
1,44,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,50,8,0,0.0,268,13,47,191
2,52,8,0,63.0,59,5,2,52
2,47,8,0,51.0,49,3,16,23
2,57,8,0,4.0,4,1,1,2
1,50,8,0,0.0,256,13,42,190
1,48,8,0,0.0,33,1,0,31
1,49,8,0,0.0,225,13,43,161
1,49,8,0,0.0,262,13,37,199
1,57,8,0,0.0,4,1,1,2
1,39,7,0,0.0,0,1,0,0
1,48,8,0,0.0,126,5,37,74
1,48,8,0,0.0,17,1,1,14
1,48,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,71,5,10,50
1,49,8,0,0.0,0,1,0,0
1,79,11,0,0.0,0,1,0,0
2,49,8,0,273.0,261,13,40,194
2,49,8,0,313.0,301,13,61,200
1,50,8,0,0.0,262,13,36,203
2,48,8,0,34.0,34,1,0,32
1,47,8,0,0.0,0,1,0,0
2,50,8,0,277.0,265,13,37,203
2,47,8,0,44.0,42,3,5,32
1,49,8,0,0.0,247,13,45,177
2,49,8,0,248.0,236,13,40,169
1,48,8,0,0.0,119,1,46,58
1,68,9,0,0.0,0,1,0,0
1,49,8,0,0.0,225,13,39,164
2,48,8,0,80.0,76,5,12,50
1,57,9,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,51,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,48,8,0,72.0,68,5,7,52
2,50,8,0,260.0,248,13,40,183
1,52,8,0,0.0,54,5,1,48
1,44,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,46,8,0,0.0,0,1,0,0
1,33,6,0,0.0,0,1,0,0
2,47,8,0,38.0,36,3,5,28
1,44,8,0,0.0,0,1,0,0
1,32,5,0,0.0,0,1,0,0
1,78,11,0,0.0,0,1,0,0
1,72,9,0,0.0,0,1,0,0
1,57,8,0,0.0,8,1,4,2
2,57,8,0,5.0,5,1,1,3
1,48,8,0,0.0,0,1,0,0
1,52,8,0,0.0,54,5,1,48
2,48,8,0,75.0,71,5,9,51
2,48,8,0,34.0,34,1,0,32
1,52,8,0,0.0,63,5,5,50
1,58,9,0,0.0,0,1,0,0
1,49,7,0,0.0,0,1,0,0
2,57,8,0,47.0,47,1,16,18
1,48,8,0,0.0,42,1,3,35
2,48,8,0,69.0,65,5,8,48
1,48,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
3,48,8,1,17.0,17,1,1,14
2,48,8,0,71.0,67,5,7,51
1,48,8,0,0.0,0,1,0,0
2,48,8,0,18.0,18,1,1,15
1,48,8,0,0.0,34,1,0,32
1,47,8,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
2,50,8,0,266.0,254,13,38,188
1,51,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
1,48,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,35,7,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,57,9,0,0.0,0,1,0,0
1,48,8,0,0.0,72,1,12,44
1,48,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,40,9,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,48,8,0,0.0,0,1,0,0
1,52,8,0,0.0,69,5,4,58
2,48,8,0,33.0,33,1,0,31
2,57,8,0,4.0,4,1,1,2
2,49,8,0,258.0,246,13,38,183
2,47,8,0,39.0,37,3,7,24
1,48,8,0,0.0,17,1,1,14
1,48,8,0,0.0,0,1,0,0
2,52,8,0,62.0,58,5,1,50
2,52,8,0,64.0,60,5,2,52
1,48,8,0,0.0,0,1,0,0
2,50,8,0,275.0,263,13,37,199
1,49,8,0,0.0,247,13,42,178
2,50,8,0,251.0,239,13,42,175
1,50,8,0,0.0,222,13,40,161
1,58,9,0,0.0,0,1,0,0
2,49,8,0,253.0,241,13,41,175
1,50,8,0,0.0,265,13,55,179
1,50,8,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
2,48,8,0,74.0,70,5,9,50
1,49,8,0,0.0,0,1,0,0
1,50,8,0,0.0,250,13,41,183
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,68,5,7,52
2,50,8,0,271.0,259,13,40,194
1,47,8,0,0.0,42,3,5,32
1,58,9,0,0.0,0,1,0,0
2,50,8,0,251.0,239,13,42,174
1,57,8,0,0.0,4,1,1,2
1,48,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
2,48,8,0,17.0,17,1,1,14
1,48,8,0,0.0,70,5,8,52
1,47,8,0,0.0,101,3,39,38
2,48,8,0,14.0,14,1,3,9
1,48,8,0,0.0,67,5,7,51
1,41,5,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
2,48,8,0,117.0,113,5,24,66
1,47,8,0,0.0,42,3,5,32
1,58,9,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,42,7,0,0.0,0,1,0,0
1,49,8,0,0.0,273,13,54,186
1,48,8,0,0.0,0,1,0,0
1,43,9,0,0.0,0,1,0,0
2,57,8,0,7.0,7,1,2,3
2,50,8,0,258.0,246,13,43,178
2,50,8,0,241.0,229,13,39,168
1,52,8,0,0.0,63,5,1,57
1,50,8,0,0.0,0,1,0,0
2,47,8,0,38.0,36,3,5,28
1,56,8,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,49,8,0,0.0,257,13,37,194
2,49,8,0,275.0,263,13,42,192
2,48,8,0,33.0,33,1,0,31
2,52,8,0,65.0,61,5,3,52
1,48,8,0,0.0,0,1,0,0
1,48,9,0,0.0,0,1,0,0
1,25,5,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
1,47,8,0,0.0,36,3,5,28
1,53,7,0,0.0,0,1,0,0
1,49,8,0,0.0,284,13,67,177
1,48,8,0,0.0,18,1,1,15
1,44,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,49,8,0,0.0,254,13,38,190
1,47,8,0,0.0,0,1,0,0
1,25,5,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
2,48,8,0,34.0,34,1,0,32
